snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
632.0, None, None,2017-04-30 00:00:00, 0.9, None, None,18
632.0, None, None,2017-04-30 01:00:00, 0.1, None, None,18
632.0, None, None,2017-04-30 02:00:00, -0.3, None, None,18
632.0, None, None,2017-04-30 03:00:00, -0.6, None, None,18
632.0, None, None,2017-04-30 04:00:00, -0.1, None, None,18
632.0, None, None,2017-04-30 05:00:00, 0.1, None, None,18
632.0, None, None,2017-04-30 06:00:00, 0.0, None, None,18
632.0, None, None,2017-04-30 07:00:00, -0.1, None, None,18
632.0, None, None,2017-04-30 08:00:00, 0.1, None, None,18
632.0, None, None,2017-04-30 09:00:00, 0.1, None, None,18
632.0, None, None,2017-04-30 10:00:00, -0.1, None, None,18
632.0, None, None,2017-04-30 11:00:00, -0.3, None, None,18
632.0, None, None,2017-04-30 12:00:00, -0.7, None, None,18
632.0, None, None,2017-04-30 13:00:00, -1.2, None, None,18
632.0, None, None,2017-04-30 14:00:00, -1.6, None, None,18
632.0, None, None,2017-04-30 15:00:00, -1.6, None, None,18
632.0, None, None,2017-04-30 16:00:00, -1.5, None, None,18
632.0, None, None,2017-04-30 17:00:00, -0.2, None, None,18
632.0, None, None,2017-04-30 18:00:00, 1.6, None, None,18
632.0, None, None,2017-04-30 19:00:00, 0.5, None, None,18
632.0, None, None,2017-04-30 20:00:00, -0.7, None, None,18
632.0, None, None,2017-04-30 21:00:00, -0.8, None, None,18
632.0, None, None,2017-04-30 22:00:00, -0.8, None, None,18
632.0, None, None,2017-04-30 23:00:00, -0.9, None, None,18
632.0, None, None,2017-05-01 00:00:00, -0.9, None, None,18
632.0, None, None,2017-05-01 01:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 02:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 03:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 04:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 05:00:00, -0.8, None, None,18
632.0, None, None,2017-05-01 06:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 07:00:00, -0.8, None, None,18
632.0, None, None,2017-05-01 08:00:00, -0.9, None, None,18
632.0, None, None,2017-05-01 09:00:00, -0.9, None, None,18
632.0, None, None,2017-05-01 10:00:00, -0.9, None, None,18
632.0, None, None,2017-05-01 11:00:00, -1.1, None, None,18
632.0, None, None,2017-05-01 12:00:00, -1.5, None, None,18
632.0, None, None,2017-05-01 13:00:00, -1.4, None, None,18
632.0, None, None,2017-05-01 14:00:00, -1.1, None, None,18
632.0, None, None,2017-05-01 15:00:00, -0.7, None, None,18
632.0, None, None,2017-05-01 16:00:00, -0.3, None, None,18
632.0, None, None,2017-05-01 17:00:00, -0.3, None, None,18
632.0, None, None,2017-05-01 18:00:00, -0.2, None, None,18
632.0, None, None,2017-05-01 19:00:00, 0.6, None, None,18
632.0, None, None,2017-05-01 20:00:00, -0.2, None, None,18
632.0, None, None,2017-05-01 21:00:00, -0.1, None, None,18
632.0, None, None,2017-05-01 22:00:00, 1.3, None, None,18
631.0, None, None,2017-05-01 23:00:00, 1.6, None, None,18
632.0, None, None,2017-05-02 00:00:00, 0.5, None, None,18
632.0, None, None,2017-05-02 01:00:00, 0.5, None, None,18
632.0, None, None,2017-05-02 02:00:00, -0.3, None, None,18
632.0, None, None,2017-05-02 03:00:00, -0.4, None, None,18
632.0, None, None,2017-05-02 04:00:00, -0.5, None, None,18
632.0, None, None,2017-05-02 05:00:00, -0.8, None, None,18
632.0, None, None,2017-05-02 06:00:00, -1.2, None, None,18
632.0, None, None,2017-05-02 07:00:00, -1.5, None, None,18
632.0, None, None,2017-05-02 08:00:00, -1.5, None, None,18
632.0, None, None,2017-05-02 09:00:00, -1.8, None, None,18
632.0, None, None,2017-05-02 10:00:00, -1.9, None, None,18
632.0, None, None,2017-05-02 11:00:00, -2.4, None, None,18
632.0, None, None,2017-05-02 12:00:00, -2.3, None, None,18
632.0, None, None,2017-05-02 13:00:00, -2.5, None, None,18
632.0, None, None,2017-05-02 14:00:00, -2.0, None, None,18
632.0, None, None,2017-05-02 15:00:00, -0.9, None, None,18
632.0, None, None,2017-05-02 16:00:00, 0.1, None, None,18
624.0, None, None,2017-05-02 17:00:00, 1.4, None, None,18
631.0, None, None,2017-05-02 18:00:00, 4.5, None, None,18
636.0, None, None,2017-05-02 19:00:00, 5.4, None, None,18
639.0, None, None,2017-05-02 20:00:00, 6.7, None, None,18
644.0, None, None,2017-05-02 21:00:00, 7.3, None, None,18
647.0, None, None,2017-05-02 22:00:00, 7.6, None, None,18
652.0, None, None,2017-05-02 23:00:00, 7.8, None, None,18
655.0, None, None,2017-05-03 00:00:00, 6.6, None, None,18
660.0, None, None,2017-05-03 01:00:00, 4.7, None, None,18
660.0, None, None,2017-05-03 02:00:00, 3.9, None, None,18
661.0, None, None,2017-05-03 03:00:00, 3.2, None, None,18
665.0, None, None,2017-05-03 04:00:00, 3.2, None, None,18
666.0, None, None,2017-05-03 05:00:00, 2.8, None, None,18
668.0, None, None,2017-05-03 06:00:00, 3.3, None, None,18
670.0, None, None,2017-05-03 07:00:00, 3.2, None, None,18
672.0, None, None,2017-05-03 08:00:00, 3.2, None, None,18
673.0, None, None,2017-05-03 09:00:00, 3.0, None, None,18
675.0, None, None,2017-05-03 10:00:00, 4.0, None, None,18
676.0, None, None,2017-05-03 11:00:00, 3.0, None, None,18
680.0, None, None,2017-05-03 12:00:00, 2.9, None, None,18
681.0, None, None,2017-05-03 13:00:00, 4.2, None, None,18
682.0, None, None,2017-05-03 14:00:00, 5.2, None, None,18
682.0, None, None,2017-05-03 15:00:00, 6.0, None, None,18
682.0, None, None,2017-05-03 16:00:00, 5.6, None, None,18
679.0, None, None,2017-05-03 17:00:00, 7.1, None, None,18
674.0, None, None,2017-05-03 18:00:00, 6.8, None, None,18
