pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
332.0, 1119.0, None, None,2017-04-30 00:00:00, 0.3, None, None,18
333.0, 1119.0, None, None,2017-04-30 01:00:00, -1.6, None, None,18
334.0, 1119.0, None, None,2017-04-30 02:00:00, -2.3, None, None,18
334.0, 1120.0, None, None,2017-04-30 03:00:00, -3.3, None, None,18
336.0, 1120.0, None, None,2017-04-30 04:00:00, -3.4, None, None,18
337.0, 1121.0, None, None,2017-04-30 05:00:00, -3.6, None, None,18
337.0, 1122.0, None, None,2017-04-30 06:00:00, -3.6, None, None,18
337.0, 1122.0, None, None,2017-04-30 07:00:00, -3.7, None, None,18
337.0, 1122.0, None, None,2017-04-30 08:00:00, -3.8, None, None,18
337.0, 1122.0, None, None,2017-04-30 09:00:00, -3.7, None, None,18
337.0, 1122.0, None, None,2017-04-30 10:00:00, -3.7, None, None,18
337.0, 1122.0, None, None,2017-04-30 11:00:00, -3.5, None, None,18
337.0, 1122.0, None, None,2017-04-30 12:00:00, -3.8, None, None,18
338.0, 1122.0, None, None,2017-04-30 13:00:00, -3.8, None, None,18
338.0, 1122.0, None, None,2017-04-30 14:00:00, -3.5, None, None,18
337.0, 1122.0, None, None,2017-04-30 15:00:00, -2.7, None, None,18
337.0, 1122.0, None, None,2017-04-30 16:00:00, -3.7, None, None,18
337.0, 1122.0, None, None,2017-04-30 17:00:00, -2.6, None, None,18
335.0, 1122.0, None, None,2017-04-30 18:00:00, 0.6, None, None,18
334.0, 1121.0, None, None,2017-04-30 19:00:00, -0.4, None, None,18
335.0, 1121.0, None, None,2017-04-30 20:00:00, 0.1, None, None,18
335.0, 1120.0, None, None,2017-04-30 21:00:00, -0.4, None, None,18
336.0, 1119.0, None, None,2017-04-30 22:00:00, 0.5, None, None,18
336.0, 1119.0, None, None,2017-04-30 23:00:00, -0.2, None, None,18
337.0, 1118.0, None, None,2017-05-01 00:00:00, -0.8, None, None,18
338.0, 1118.0, None, None,2017-05-01 01:00:00, -1.6, None, None,18
338.0, 1118.0, None, None,2017-05-01 02:00:00, -2.5, None, None,18
339.0, 1118.0, None, None,2017-05-01 03:00:00, -3.0, None, None,18
340.0, 1118.0, None, None,2017-05-01 04:00:00, -3.6, None, None,18
341.0, 1118.0, None, None,2017-05-01 05:00:00, -4.2, None, None,18
341.0, 1119.0, None, None,2017-05-01 06:00:00, -4.1, None, None,18
340.0, 1119.0, None, None,2017-05-01 07:00:00, -3.5, None, None,18
341.0, 1119.0, None, None,2017-05-01 08:00:00, -4.4, None, None,18
341.0, 1120.0, None, None,2017-05-01 09:00:00, -4.9, None, None,18
341.0, 1122.0, None, None,2017-05-01 10:00:00, -4.6, None, None,18
341.0, 1122.0, None, None,2017-05-01 11:00:00, -4.2, None, None,18
341.0, 1122.0, None, None,2017-05-01 12:00:00, -5.0, None, None,18
341.0, 1122.0, None, None,2017-05-01 13:00:00, -4.4, None, None,18
339.0, 1122.0, None, None,2017-05-01 14:00:00, -3.4, None, None,18
338.0, 1122.0, None, None,2017-05-01 15:00:00, -0.3, None, None,18
335.0, 1122.0, None, None,2017-05-01 16:00:00, 1.4, None, None,18
335.0, 1121.0, None, None,2017-05-01 17:00:00, 0.2, None, None,18
335.0, 1121.0, None, None,2017-05-01 18:00:00, 0.3, None, None,18
335.0, 1122.0, None, None,2017-05-01 19:00:00, 0.7, None, None,18
335.0, 1122.0, None, None,2017-05-01 20:00:00, 1.7, None, None,18
335.0, 1122.0, None, None,2017-05-01 21:00:00, 1.0, None, None,18
336.0, 1122.0, None, None,2017-05-01 22:00:00, 0.5, None, None,18
336.0, 1122.0, None, None,2017-05-01 23:00:00, 0.0, None, None,18
337.0, 1122.0, None, None,2017-05-02 00:00:00, -0.2, None, None,18
338.0, 1122.0, None, None,2017-05-02 01:00:00, -0.8, None, None,18
339.0, 1122.0, None, None,2017-05-02 02:00:00, -2.1, None, None,18
340.0, 1122.0, None, None,2017-05-02 03:00:00, -2.6, None, None,18
341.0, 1122.0, None, None,2017-05-02 04:00:00, -3.3, None, None,18
341.0, 1122.0, None, None,2017-05-02 05:00:00, -3.3, None, None,18
341.0, 1122.0, None, None,2017-05-02 06:00:00, -3.5, None, None,18
341.0, 1122.0, None, None,2017-05-02 07:00:00, -3.3, None, None,18
341.0, 1122.0, None, None,2017-05-02 08:00:00, -3.7, None, None,18
342.0, 1122.0, None, None,2017-05-02 09:00:00, -4.9, None, None,18
