station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
9.2, 29.9, 270.0, 17.0, 2016-06-06 15:00:00, 0.0
10.2, 27.5, 270.0, 18.0, 2016-06-06 16:00:00, 0.0
9.0, 28.0, 270.0, 17.0, 2016-06-06 17:00:00, 0.0
9.9, 28.6, 315.0, 21.0, 2016-06-06 18:00:00, 0.0
6.5, 25.3, 270.0, 25.0, 2016-06-06 19:00:00, 0.0
11.0, 23.2, 225.0, 19.0, 2016-06-06 20:00:00, 0.0
6.4, 20.8, 45.0, 22.0, 2016-06-06 21:00:00, 0.0
6.2, 19.6, 135.0, 25.0, 2016-06-06 22:00:00, 0.0
7.0, 18.4, 180.0, 29.0, 2016-06-06 23:00:00, 0.0
4.3, 16.0, 45.0, 34.0, 2016-06-07 00:00:00, 0.0
5.9, 17.4, 0.0, 31.0, 2016-06-07 01:00:00, 0.0
4.3, 15.6, 0.0, 35.0, 2016-06-07 02:00:00, 0.0
4.3, 15.7, 315.0, 34.0, 2016-06-07 03:00:00, 0.0
5.2, 15.4, 315.0, 35.0, 2016-06-07 04:00:00, 0.0
4.4, 15.7, 0.0, 38.0, 2016-06-07 05:00:00, 0.0
0.0, 17.2, 45.0, 43.0, 2016-06-07 06:00:00, 0.0
3.4, 19.5, 180.0, 34.0, 2016-06-07 07:00:00, 0.0
5.2, 20.8, 90.0, 32.0, 2016-06-07 08:00:00, 0.0
7.6, 21.4, 180.0, 33.0, 2016-06-07 09:00:00, 0.0
10.4, 22.7, 180.0, 34.0, 2016-06-07 10:00:00, 0.0
11.5, 24.8, 180.0, 32.0, 2016-06-07 11:00:00, 0.0
13.0, 26.0, 180.0, 27.0, 2016-06-07 12:00:00, 0.0
14.1, 26.5, 180.0, 24.0, 2016-06-07 13:00:00, 0.0
12.3, 28.1, 225.0, 19.0, 2016-06-07 14:00:00, 0.0
10.9, 25.8, 225.0, 23.0, 2016-06-07 15:00:00, 0.0
6.6, 25.2, 180.0, 25.0, 2016-06-07 16:00:00, 0.0
3.6, 25.3, 180.0, 26.0, 2016-06-07 17:00:00, 0.0
5.4, 25.6, 225.0, 27.0, 2016-06-07 18:00:00, 0.0
5.5, 25.1, 225.0, 28.0, 2016-06-07 19:00:00, 0.0
4.3, 20.4, 135.0, 37.0, 2016-06-07 20:00:00, 0.0
5.9, 19.1, 135.0, 38.0, 2016-06-07 21:00:00, 0.0
3.6, 18.8, 270.0, 34.0, 2016-06-07 22:00:00, 0.0
3.2, 18.5, 315.0, 33.0, 2016-06-07 23:00:00, 0.0
3.5, 17.3, 90.0, 36.0, 2016-06-08 00:00:00, 0.0
8.3, 18.3, 45.0, 34.0, 2016-06-08 01:00:00, 0.0
2.2, 15.6, 90.0, 42.0, 2016-06-08 02:00:00, 0.0
6.1, 16.6, 135.0, 38.0, 2016-06-08 03:00:00, 0.0
9.9, 17.1, 90.0, 35.0, 2016-06-08 04:00:00, 0.0
7.6, 15.7, 0.0, 45.0, 2016-06-08 05:00:00, 0.0
5.3, 15.5, 90.0, 46.0, 2016-06-08 06:00:00, 0.0
4.8, 16.5, 90.0, 49.0, 2016-06-08 07:00:00, 0.0
6.1, 17.0, 90.0, 46.0, 2016-06-08 08:00:00, 0.0
3.2, 19.1, 270.0, 45.0, 2016-06-08 09:00:00, 0.0
12.0, 20.2, 180.0, 30.0, 2016-06-08 10:00:00, 0.0
9.7, 20.5, 225.0, 31.0, 2016-06-08 11:00:00, 0.0
8.2, 21.8, 225.0, 29.0, 2016-06-08 12:00:00, 0.0
7.0, 21.5, 225.0, 32.0, 2016-06-08 13:00:00, 0.0
7.6, 16.3, 0.0, 58.0, 2016-06-08 14:00:00, 1.78
5.6, 13.4, 135.0, 79.0, 2016-06-08 15:00:00, 4.83
12.4, 12.2, 135.0, 84.0, 2016-06-08 16:00:00, 0.51
8.0, 11.4, 90.0, 93.0, 2016-06-08 17:00:00, 5.33
0.0, 10.8, 315.0, 97.0, 2016-06-08 18:00:00, 3.3
0.0, 10.9, 315.0, 97.0, 2016-06-08 19:00:00, 1.02
5.7, 10.7, 225.0, 98.0, 2016-06-08 20:00:00, 1.02
7.5, 10.1, 225.0, 100.0, 2016-06-08 21:00:00, 0.0
9.5, 8.7, 225.0, 83.0, 2016-06-08 22:00:00, 0.0
8.4, 8.7, 225.0, 81.0, 2016-06-08 23:00:00, 0.0
5.7, 8.1, 180.0, 83.0, 2016-06-09 00:00:00, 0.0
9.7, 7.9, 180.0, 78.0, 2016-06-09 01:00:00, 0.0
6.8, 6.1, 135.0, 86.0, 2016-06-09 02:00:00, 0.0
3.1, 5.4, 180.0, 89.0, 2016-06-09 03:00:00, 0.0
1.7, 4.9, 90.0, 88.0, 2016-06-09 04:00:00, 0.0
0.0, 5.1, 315.0, 89.0, 2016-06-09 05:00:00, 0.0
7.0, 8.4, 135.0, 73.0, 2016-06-09 06:00:00, 0.0
9.9, 8.9, 180.0, 67.0, 2016-06-09 07:00:00, 0.0
4.9, 10.8, 180.0, 63.0, 2016-06-09 08:00:00, 0.0
6.2, 11.1, 135.0, 62.0, 2016-06-09 09:00:00, 0.0
5.6, 12.8, 270.0, 53.0, 2016-06-09 10:00:00, 0.0
10.8, 13.8, 180.0, 50.0, 2016-06-09 11:00:00, 0.0
9.4, 16.1, 270.0, 49.0, 2016-06-09 12:00:00, 0.0
8.3, 16.5, 180.0, 43.0, 2016-06-09 13:00:00, 0.0
4.0, 16.1, 225.0, 37.0, 2016-06-09 14:00:00, 0.0
7.2, 15.3, 225.0, 44.0, 2016-06-09 15:00:00, 0.0
9.8, 17.6, 270.0, 35.0, 2016-06-09 16:00:00, 0.0
4.5, 14.8, 225.0, 46.0, 2016-06-09 17:00:00, 0.0
10.6, 14.0, 180.0, 47.0, 2016-06-09 18:00:00, 0.0
9.3, 13.2, 135.0, 47.0, 2016-06-09 19:00:00, 0.0
6.2, 12.1, 135.0, 54.0, 2016-06-09 20:00:00, 0.0
10.2, 12.3, 90.0, 51.0, 2016-06-09 21:00:00, 0.0
13.3, 12.6, 90.0, 50.0, 2016-06-09 22:00:00, 0.0
11.6, 12.0, 135.0, 53.0, 2016-06-09 23:00:00, 0.0
11.1, 11.7, 135.0, 55.0, 2016-06-10 00:00:00, 0.0
7.5, 11.1, 180.0, 58.0, 2016-06-10 01:00:00, 0.0
10.8, 10.8, 180.0, 60.0, 2016-06-10 02:00:00, 0.0
9.6, 10.3, 180.0, 64.0, 2016-06-10 03:00:00, 0.0
9.5, 8.5, 90.0, 81.0, 2016-06-10 04:00:00, 0.0
11.1, 7.3, 135.0, 93.0, 2016-06-10 05:00:00, 1.52
4.6, 7.1, 135.0, 96.0, 2016-06-10 06:00:00, 1.27
4.2, 7.1, 180.0, 96.0, 2016-06-10 07:00:00, 1.27
3.6, 7.6, 0.0, 96.0, 2016-06-10 08:00:00, 1.02
