WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, 11.0, 0.356,2017-09-24 00:00:00, 9.38,39
None, 9.4, 0.236,2017-09-24 01:00:00, 8.26,39
None, 8.3, 0.537,2017-09-24 02:00:00, 7.78,39
None, 7.8, 0.449999,2017-09-24 03:00:00, 7.04,39
None, 7.0, 1.227,2017-09-24 04:00:00, 6.634,39
None, 6.6, 0.291,2017-09-24 05:00:00, 5.578,39
None, 5.6, 0.361999,2017-09-24 06:00:00, 4.934,39
None, 4.9, 1.051,2017-09-24 07:00:00, 5.618,39
None, 5.6, 2.27,2017-09-24 08:00:00, 9.06,39
None, 9.1, 2.151,2017-09-24 09:00:00, 11.06,39
None, 11.1, 1.081,2017-09-24 10:00:00, 14.08,39
None, 14.1, 0.112,2017-09-24 11:00:00, 15.83,39
None, 15.8, 0.782998,2017-09-24 12:00:00, 16.0,39
None, 16.0, 0.538999,2017-09-24 13:00:00, 18.1,39
None, 18.1, 2.049,2017-09-24 14:00:00, 18.15,39
None, 18.2, 5.441,2017-09-24 15:00:00, 17.15,39
None, 17.2, 5.171,2017-09-24 16:00:00, 16.07,39
None, 16.1, 4.984,2017-09-24 17:00:00, 15.96,39
None, 16.0, 1.883,2017-09-24 18:00:00, 15.79,39
None, 15.8, 2.13,2017-09-24 19:00:00, 14.61,39
None, 14.6, 1.255,2017-09-24 20:00:00, 13.57,39
None, 13.6, 0.282,2017-09-24 21:00:00, 11.73,39
None, 11.7, 0.777,2017-09-24 22:00:00, 10.57,39
None, 10.6, 0.745,2017-09-24 23:00:00, 9.77,39
None, 9.8, 0.535,2017-09-25 00:00:00, 8.8,39
None, 8.8, 0.833998,2017-09-25 01:00:00, 8.11,39
None, 8.1, 0.725,2017-09-25 02:00:00, 8.66,39
None, 8.7, 0.718999,2017-09-25 03:00:00, 9.11,39
None, 9.1, 0.236,2017-09-25 04:00:00, 8.56,39
None, 8.6, 0.216,2017-09-25 05:00:00, 7.58,39
None, 7.6, 0.638,2017-09-25 06:00:00, 7.63,39
None, 7.6, 0.856998,2017-09-25 07:00:00, 9.37,39
None, 9.4, 1.211,2017-09-25 08:00:00, 10.47,39
None, 10.5, 1.355,2017-09-25 09:00:00, 11.83,39
None, 11.8, 2.693,2017-09-25 10:00:00, 14.04,39
None, 14.0, 2.124,2017-09-25 11:00:00, 15.68,39
None, 15.7, 1.844,2017-09-25 12:00:00, 17.39,39
None, 17.4, 1.326,2017-09-25 13:00:00, 19.69,39
None, 19.7, 4.165,2017-09-25 14:00:00, 19.92,39
None, 19.9, 2.526,2017-09-25 15:00:00, 19.65,39
None, 19.7, 4.783,2017-09-25 16:00:00, 18.77,39
None, 18.8, 5.558,2017-09-25 17:00:00, 17.01,39
None, 17.0, 4.757,2017-09-25 18:00:00, 16.51,39
None, 16.5, 5.138,2017-09-25 19:00:00, 16.21,39
None, 16.2, 5.26,2017-09-25 20:00:00, 16.08,39
