WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,6.2, None,87.7,2017-09-24 00:00:00,39
None,6.7, None,83.5,2017-09-24 01:00:00,39
None,7.3, None,80.0,2017-09-24 02:00:00,39
None,7.2, None,80.0,2017-09-24 03:00:00,39
None,7.1, None,81.9,2017-09-24 04:00:00,39
None,6.9, None,85.3,2017-09-24 05:00:00,39
None,6.1, None,88.6,2017-09-24 06:00:00,39
None,6.0, None,89.8,2017-09-24 07:00:00,39
None,6.1, None,90.2,2017-09-24 08:00:00,39
None,7.1, None,88.1,2017-09-24 09:00:00,39
None,9.0, None,80.5,2017-09-24 10:00:00,39
None,10.5, None,74.0,2017-09-24 11:00:00,39
None,12.0, None,66.4,2017-09-24 12:00:00,39
None,13.4, None,59.7,2017-09-24 13:00:00,39
None,14.2, None,57.8,2017-09-24 14:00:00,39
None,14.9, None,54.7,2017-09-24 15:00:00,39
None,14.7, None,55.4,2017-09-24 16:00:00,39
None,14.1, None,58.1,2017-09-24 17:00:00,39
None,14.0, None,59.7,2017-09-24 18:00:00,39
None,13.3, None,63.1,2017-09-24 19:00:00,39
None,12.0, None,69.2,2017-09-24 20:00:00,39
None,11.7, None,71.3,2017-09-24 21:00:00,39
None,11.4, None,73.1,2017-09-24 22:00:00,39
None,11.1, None,75.5,2017-09-24 23:00:00,39
None,10.2, None,80.1,2017-09-25 00:00:00,39
None,9.3, None,84.9,2017-09-25 01:00:00,39
None,7.9, None,90.8,2017-09-25 02:00:00,39
None,6.8, None,93.5,2017-09-25 03:00:00,39
None,6.2, None,94.0,2017-09-25 04:00:00,39
None,6.4, None,93.4,2017-09-25 05:00:00,39
None,6.6, None,93.5,2017-09-25 06:00:00,39
None,6.5, None,94.6,2017-09-25 07:00:00,39
None,6.8, None,94.0,2017-09-25 08:00:00,39
None,9.3, None,88.5,2017-09-25 09:00:00,39
None,11.2, None,82.8,2017-09-25 10:00:00,39
None,11.7, None,81.2,2017-09-25 11:00:00,39
None,12.5, None,76.8,2017-09-25 12:00:00,39
None,13.7, None,71.2,2017-09-25 13:00:00,39
