air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
9.0,8.3,2022-05-07 00:00:00,11.3,19
8.6,8.3,2022-05-07 01:00:00,11.3,19
7.5,7.5,2022-05-07 02:00:00,11.3,19
8.0,7.4,2022-05-07 03:00:00,11.3,19
7.4,7.0,2022-05-07 04:00:00,11.3,19
7.1,7.0,2022-05-07 05:00:00,11.3,19
8.0,6.9,2022-05-07 06:00:00,11.3,19
7.2,7.0,2022-05-07 07:00:00,8.0,19
7.3,6.8,2022-05-07 08:00:00,8.0,19
8.4,6.8,2022-05-07 09:00:00,8.6,19
8.7,6.8,2022-05-07 10:00:00,8.9,19
9.3,6.8,2022-05-07 11:00:00,9.3,19
9.9,6.8,2022-05-07 12:00:00,9.9,19
10.4,6.8,2022-05-07 13:00:00,10.6,19
11.1,6.8,2022-05-07 14:00:00,11.2,19
12.1,6.8,2022-05-07 15:00:00,12.2,19
12.0,6.8,2022-05-07 16:00:00,12.5,19
11.5,6.8,2022-05-07 17:00:00,12.7,19
10.3,6.8,2022-05-07 18:00:00,12.7,19
10.4,10.3,2022-05-07 19:00:00,10.4,19
9.8,9.8,2022-05-07 20:00:00,10.4,19
9.4,9.4,2022-05-07 21:00:00,10.4,19
8.5,8.5,2022-05-07 22:00:00,10.4,19
8.1,8.1,2022-05-07 23:00:00,10.4,19
7.9,7.9,2022-05-08 00:00:00,10.4,19
7.7,7.6,2022-05-08 01:00:00,10.4,19
6.9,6.8,2022-05-08 02:00:00,10.4,19
6.4,6.0,2022-05-08 03:00:00,10.4,19
7.2,5.9,2022-05-08 04:00:00,10.4,19
5.7,5.7,2022-05-08 05:00:00,10.4,19
5.6,5.1,2022-05-08 06:00:00,10.4,19
6.1,5.5,2022-05-08 07:00:00,6.1,19
6.4,5.5,2022-05-08 08:00:00,6.4,19
6.5,5.5,2022-05-08 09:00:00,6.7,19
6.2,5.5,2022-05-08 10:00:00,7.2,19
7.3,5.5,2022-05-08 11:00:00,7.7,19
9.2,5.5,2022-05-08 13:00:00,9.4,19
9.8,5.5,2022-05-08 14:00:00,9.8,19
10.2,5.5,2022-05-08 15:00:00,10.2,19
10.5,5.5,2022-05-08 16:00:00,10.9,19
10.1,5.5,2022-05-08 17:00:00,11.0,19
10.5,5.5,2022-05-08 18:00:00,11.0,19
10.2,10.1,2022-05-08 19:00:00,10.9,19
10.5,10.0,2022-05-08 20:00:00,10.9,19
9.4,9.4,2022-05-08 21:00:00,10.9,19
9.5,9.3,2022-05-08 22:00:00,10.9,19
9.4,9.3,2022-05-08 23:00:00,10.9,19
9.2,9.2,2022-05-09 00:00:00,10.9,19
9.5,9.1,2022-05-09 01:00:00,10.9,19
8.5,8.5,2022-05-09 02:00:00,10.9,19
8.0,8.0,2022-05-09 03:00:00,10.9,19
7.5,7.5,2022-05-09 04:00:00,10.9,19
7.6,7.3,2022-05-09 05:00:00,10.9,19
7.3,7.3,2022-05-09 06:00:00,10.9,19
6.8,6.5,2022-05-09 07:00:00,7.4,19
7.7,6.5,2022-05-09 09:00:00,7.9,19
7.3,6.5,2022-05-09 10:00:00,7.9,19
8.3,6.5,2022-05-09 11:00:00,8.6,19
7.9,6.5,2022-05-09 12:00:00,8.6,19
8.5,6.5,2022-05-09 13:00:00,8.6,19
9.9,6.5,2022-05-09 14:00:00,10.1,19
10.3,6.5,2022-05-09 15:00:00,10.5,19
10.8,6.5,2022-05-09 16:00:00,10.9,19
11.3,6.5,2022-05-09 17:00:00,11.4,19
11.0,6.5,2022-05-09 18:00:00,11.6,19
11.4,11.0,2022-05-09 19:00:00,11.7,19
11.1,11.0,2022-05-09 20:00:00,11.7,19
10.7,10.7,2022-05-09 21:00:00,11.7,19
10.5,10.5,2022-05-09 22:00:00,11.7,19
10.0,10.0,2022-05-09 23:00:00,11.7,19
9.5,9.5,2022-05-10 00:00:00,11.7,19
9.2,9.1,2022-05-10 01:00:00,11.7,19
9.0,8.8,2022-05-10 02:00:00,11.7,19
8.9,8.7,2022-05-10 03:00:00,11.7,19
8.6,8.5,2022-05-10 04:00:00,11.7,19
7.8,7.8,2022-05-10 05:00:00,11.7,19
7.0,7.0,2022-05-10 06:00:00,11.7,19
7.3,6.9,2022-05-10 07:00:00,7.3,19
7.5,6.9,2022-05-10 08:00:00,7.7,19
8.2,6.9,2022-05-10 09:00:00,8.2,19
9.4,6.9,2022-05-10 10:00:00,9.4,19
9.3,6.9,2022-05-10 11:00:00,9.8,19
9.8,6.9,2022-05-10 12:00:00,10.0,19
10.4,6.9,2022-05-10 13:00:00,10.8,19
10.9,6.9,2022-05-10 14:00:00,11.3,19
11.4,6.9,2022-05-10 15:00:00,11.8,19
12.0,6.9,2022-05-10 16:00:00,12.9,19
11.8,6.9,2022-05-10 17:00:00,12.9,19
11.8,6.9,2022-05-10 18:00:00,12.9,19
11.5,11.4,2022-05-10 19:00:00,12.2,19
11.4,11.2,2022-05-10 20:00:00,12.2,19
10.8,10.7,2022-05-10 21:00:00,12.2,19
10.6,10.6,2022-05-10 22:00:00,12.2,19
10.4,10.4,2022-05-10 23:00:00,12.2,19
10.2,10.2,2022-05-11 00:00:00,12.2,19
9.8,9.8,2022-05-11 01:00:00,12.2,19
9.4,9.4,2022-05-11 02:00:00,12.2,19
9.4,9.2,2022-05-11 03:00:00,12.2,19
9.2,9.2,2022-05-11 04:00:00,12.2,19
9.0,8.7,2022-05-11 05:00:00,12.2,19
8.6,8.6,2022-05-11 06:00:00,12.2,19
9.3,8.5,2022-05-11 07:00:00,9.4,19
9.0,8.5,2022-05-11 08:00:00,9.4,19
9.1,8.5,2022-05-11 09:00:00,9.7,19
9.2,8.5,2022-05-11 10:00:00,9.7,19
9.5,8.5,2022-05-11 11:00:00,9.7,19
9.9,8.5,2022-05-11 12:00:00,10.5,19
10.6,8.5,2022-05-11 13:00:00,11.0,19
11.1,8.5,2022-05-11 14:00:00,11.4,19
11.6,8.5,2022-05-11 15:00:00,11.9,19
11.8,8.5,2022-05-11 16:00:00,12.2,19
11.9,8.5,2022-05-11 17:00:00,12.3,19
12.1,8.5,2022-05-11 18:00:00,12.3,19
11.9,11.9,2022-05-11 19:00:00,12.3,19
9.0,9.0,2022-05-11 20:00:00,12.3,19
9.1,8.6,2022-05-11 21:00:00,12.3,19
9.0,8.6,2022-05-11 22:00:00,12.3,19
8.9,8.6,2022-05-11 23:00:00,12.3,19
10.0,8.6,2022-05-12 00:00:00,12.3,19
9.7,8.6,2022-05-12 01:00:00,12.3,19
9.5,8.6,2022-05-12 02:00:00,12.3,19
9.4,8.6,2022-05-12 03:00:00,12.3,19
9.6,8.6,2022-05-12 04:00:00,12.3,19
9.6,8.6,2022-05-12 05:00:00,12.3,19
9.6,8.6,2022-05-12 06:00:00,12.3,19
8.8,8.6,2022-05-12 07:00:00,9.7,19
8.8,8.6,2022-05-12 08:00:00,9.7,19
9.0,8.6,2022-05-12 09:00:00,9.7,19
9.3,8.6,2022-05-12 10:00:00,9.7,19
9.4,8.6,2022-05-12 11:00:00,9.7,19
10.1,8.6,2022-05-12 12:00:00,10.1,19
9.7,8.6,2022-05-12 13:00:00,10.2,19
9.7,8.6,2022-05-12 14:00:00,10.8,19
8.7,8.6,2022-05-12 15:00:00,10.8,19
8.4,8.3,2022-05-12 16:00:00,10.8,19
8.0,8.0,2022-05-12 17:00:00,10.8,19
7.6,7.4,2022-05-12 18:00:00,10.8,19
8.3,7.6,2022-05-12 19:00:00,8.3,19
6.6,6.6,2022-05-12 20:00:00,8.5,19
6.9,6.6,2022-05-12 21:00:00,8.5,19
7.0,6.6,2022-05-12 22:00:00,8.5,19
6.8,6.6,2022-05-12 23:00:00,8.5,19
6.4,6.3,2022-05-13 00:00:00,8.5,19
6.1,6.0,2022-05-13 01:00:00,8.5,19
5.4,5.4,2022-05-13 02:00:00,8.5,19
6.3,5.3,2022-05-13 03:00:00,8.5,19
6.2,5.3,2022-05-13 04:00:00,8.5,19
6.5,5.3,2022-05-13 05:00:00,8.5,19
6.2,5.3,2022-05-13 06:00:00,8.5,19
6.5,5.9,2022-05-13 07:00:00,6.5,19
6.7,5.9,2022-05-13 08:00:00,6.7,19
7.5,5.9,2022-05-13 09:00:00,7.5,19
7.9,5.9,2022-05-13 10:00:00,8.3,19
7.8,5.9,2022-05-13 11:00:00,8.3,19
8.3,5.9,2022-05-13 12:00:00,8.6,19
9.0,5.9,2022-05-13 13:00:00,9.2,19
9.6,5.9,2022-05-13 14:00:00,9.7,19
10.6,5.9,2022-05-13 15:00:00,10.8,19
11.1,5.9,2022-05-13 16:00:00,11.6,19
11.6,5.9,2022-05-13 17:00:00,12.1,19
12.5,-864.0,2022-05-13 18:00:00,13.4,19
11.6,11.6,2022-05-13 19:00:00,13.4,19
11.7,11.6,2022-05-13 20:00:00,13.4,19
10.7,10.7,2022-05-13 21:00:00,13.4,19
10.0,10.0,2022-05-13 22:00:00,13.4,19
9.6,9.6,2022-05-13 23:00:00,13.4,19
