pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -1.676, 98.6, None, None, None, None, 0.449, 0.0, 0.0, 23.37, -2.0, None, -1.7, -1.8, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 00:00:00, 156.0, None, 155.7,19
None, None, -1.8, 98.6, None, None, None, None, 0.523, 0.0, 0.0, 23.61, -2.0, None, -1.8, -1.9, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 01:00:00, 156.0, None, 155.6,19
None, None, -1.86, 98.9, None, None, None, None, 0.542, 0.0, 0.0, 23.81, -2.0, None, -1.9, -2.1, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 02:00:00, 156.0, None, 155.6,19
None, None, -1.906, 99.2, None, None, None, None, 0.589, 0.0, 0.0, 24.13, -2.0, None, -1.9, -2.1, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 03:00:00, 156.0, None, 155.9,19
None, None, -1.875, 99.2, None, None, None, None, 0.622, 0.0, 0.0, 24.24, -2.0, None, -1.9, -2.1, 0.4, None, None, 0.0, None, None, 99.0, None,2022-05-07 04:00:00, 157.0, None, 157.2,19
None, None, -1.954, 99.2, None, None, None, None, 0.644, 0.0, 0.0, 23.3, -2.0, None, -2.0, -2.2, 0.7, None, None, 0.0, None, None, 99.0, None,2022-05-07 05:00:00, 156.0, None, 156.2,19
None, None, -2.267, 99.2, None, None, None, None, 16.23, 0.0, 0.0, 355.4, -3.0, None, -2.3, -2.5, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 06:00:00, 158.0, None, 158.0,19
None, None, -2.288, 99.0, None, None, None, None, 0.325, 0.0, 0.0, 354.7, -3.0, None, -2.3, -2.5, 0.0, None, None, 0.0, None, None, 99.0, None,2022-05-07 07:00:00, 158.0, None, 157.7,19
None, None, -2.204, 98.3, None, None, None, None, 0.365, 0.0, 0.0, 354.7, -2.0, None, -2.2, -2.4, 0.0, None, None, -1.9, None, None, 98.0, None,2022-05-07 08:00:00, 158.0, None, 158.1,19
None, None, -1.674, 97.9, None, None, None, None, 0.409, 0.0, 0.0, 354.6, -2.0, None, -1.7, -2.4, -0.3, None, None, -1.3, None, None, 98.0, None,2022-05-07 09:00:00, 157.0, None, 157.1,19
None, None, -1.247, 95.3, None, None, None, None, 10.52, 0.0, 0.0, 358.4, -2.0, None, -1.2, -2.4, 0.3, None, None, -0.8, None, None, 95.0, None,2022-05-07 10:00:00, 154.0, None, 154.3,19
None, None, -0.057, 87.8, None, None, None, None, 13.55, 0.0, 0.0, 2.474, -1.0, None, -0.1, -2.4, -0.6, None, None, 0.8, None, None, 88.0, None,2022-05-07 11:00:00, 157.0, None, 156.9,19
None, None, 0.775, 82.7, None, None, None, None, 3.383, 0.0, 0.0, 26.06, -2.0, None, 0.8, -2.4, 0.8, None, None, 2.4, None, None, 83.0, None,2022-05-07 12:00:00, 157.0, None, 156.5,19
None, None, 0.703, 84.5, None, None, None, None, 1.227, 0.0, 0.0, 29.22, -2.0, None, 0.7, -2.4, 0.5, None, None, 2.4, None, None, 85.0, None,2022-05-07 13:00:00, 156.0, None, 155.6,19
None, None, 1.093, 84.6, None, None, None, None, 0.616, 0.0, 0.0, 31.82, -1.0, None, 1.1, -2.4, 0.1, None, None, 3.2, None, None, 85.0, None,2022-05-07 14:00:00, 155.0, None, 155.1,19
None, None, 0.307, 89.4, None, None, None, None, 1.139, 0.0, 0.0, 33.92, -2.0, None, 0.3, -2.4, 0.5, None, None, 3.2, None, None, 89.0, None,2022-05-07 15:00:00, 156.0, None, 155.8,19
None, None, -0.735, 87.0, None, None, None, None, 0.837, 0.0, 0.0, 33.66, -3.0, None, -0.7, -2.4, 0.0, None, None, 3.2, None, None, 87.0, None,2022-05-07 16:00:00, 156.0, None, 156.1,19
None, None, -0.427, 76.64, None, None, None, None, 0.904, 0.0, 0.0, 37.16, -4.0, None, -0.4, -2.4, -0.3, None, None, 3.2, None, None, 77.0, None,2022-05-07 17:00:00, 156.0, None, 155.7,19
