pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -1.922, 83.0, 8.3, None, 46.85, 5.34, 325.1, -4.0, None, -1.9, -2.5, -4.0, 0.0, None, 0.0, 83.0,2022-05-08 01:00:00, None, None,19
None, 0.272, 94.3, 0.5, None, 69.83, 2.658, 16.31, -1.0, None, 0.3, 0.1, -1.0, 0.0, None, 0.0, 94.0,2022-05-09 07:00:00, None, None,19
None, 1.283, 86.3, 1.6, None, 56.79, 3.008, 23.15, -1.0, None, 1.3, 0.0, -1.0, 0.0, None, 0.0, 86.0,2022-05-09 09:00:00, None, None,19
None, 1.875, 82.8, 2.2, None, 44.42, 4.344, 33.53, 0.0, None, 1.9, 0.0, 0.0, 0.0, None, 0.0, 83.0,2022-05-09 10:00:00, None, None,19
None, 5.623, 50.78, 6.1, None, 28.49, 9.43, 357.9, -4.0, None, 5.6, 5.4, -4.0, 0.0, None, 0.0, 51.0,2022-05-09 19:00:00, None, None,19
None, 1.355, 88.4, 1.4, None, 33.35, 5.781, 36.48, 0.0, None, 1.4, 1.1, 0.0, 0.0, None, 0.0, 88.0,2022-05-10 07:00:00, None, None,19
None, 1.777, 87.2, 1.9, None, 32.06, 6.056, 30.48, 0.0, None, 1.8, 1.1, 0.0, 0.0, None, 0.0, 87.0,2022-05-10 08:00:00, None, None,19
None, 4.259, 78.65, 4.2, None, 33.87, 6.072, 27.83, 1.0, None, 4.3, 1.1, 1.0, 0.0, None, 0.0, 79.0,2022-05-10 10:00:00, None, None,19
None, 6.365, 61.02, 6.4, None, 24.23, 3.185, 157.1, -1.0, None, 6.4, 1.6, -1.0, 0.0, None, 0.0, 61.0,2022-05-11 10:00:00, None, None,19
None, 6.987, 63.74, 7.0, None, 45.58, 4.002, 144.8, 0.0, None, 7.0, 1.6, 0.0, 0.0, None, 0.0, 64.0,2022-05-11 11:00:00, None, None,19
None, 9.31, 38.78, 9.3, None, 43.8, 10.4, 348.3, -4.0, None, 9.3, 1.6, -4.0, 0.0, None, 0.0, 39.0,2022-05-11 13:00:00, None, None,19
None, 10.45, 27.96, 11.1, None, 76.98, 8.03, 38.15, -7.0, None, 10.5, 1.6, -7.0, 0.0, None, 0.0, 28.0,2022-05-11 14:00:00, None, None,19
None, 9.73, 31.68, 11.1, None, 54.34, 10.45, 5.532, -7.0, None, 9.7, 1.6, -7.0, 0.0, None, 0.0, 32.0,2022-05-11 15:00:00, None, None,19
None, 9.85, 30.27, 11.1, None, 54.08, 8.01, 21.25, -7.0, None, 9.9, 1.6, -7.0, 0.0, None, 0.0, 30.0,2022-05-11 16:00:00, None, None,19
None, 4.926, 50.59, 4.9, None, 66.92, 2.603, 120.1, -4.0, None, 4.9, -2.8, -4.0, 0.0, None, 0.0, 51.0,2022-05-12 08:00:00, None, None,19
None, 1.014, 68.4, 1.0, None, 61.57, 0.426, 91.4, -4.0, None, 1.0, -1.9, -4.0, 0.0, None, 0.0, 68.0,2022-05-13 07:00:00, None, None,19
None, 7.714, 41.96, 7.7, None, 59.51, 1.536, 327.7, -5.0, None, 7.7, -1.9, -5.0, 0.0, None, 0.0, 42.0,2022-05-13 09:00:00, None, None,19
None, 9.28, 35.31, 9.6, None, 71.49, 6.274, 2.733, -5.0, None, 9.3, -1.9, -5.0, 0.0, None, 0.0, 35.0,2022-05-13 10:00:00, None, None,19
None, 9.75, 40.8, 10.2, None, 33.9, 12.36, 354.5, -3.0, None, 9.8, -1.9, -3.0, 0.0, None, 0.0, 41.0,2022-05-13 13:00:00, None, None,19
