pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 3.013, 80.7, 7.9, None, 34.76, 2.565, 125.9, -1.0, None, 3.0, 2.8, -1.0, 0.0, None, 0.0, 81.0,2022-05-07 00:00:00, None,19
0.0, 3.283, 77.25, 7.9, None, 36.29, 2.654, 126.7, -1.0, None, 3.3, 2.5, -1.0, 0.0, None, 0.0, 77.0,2022-05-07 01:00:00, None,19
0.0, 2.762, 72.4, 7.9, None, 48.66, 2.832, 166.7, -2.0, None, 2.8, 2.5, -2.0, 0.0, None, 0.0, 72.0,2022-05-07 02:00:00, None,19
0.0, 2.408, 77.11, 7.9, None, 51.72, 2.847, 133.6, -1.0, None, 2.4, 1.7, -1.0, 0.0, None, 0.0, 77.0,2022-05-07 03:00:00, None,19
0.0, 2.711, 76.04, 7.9, None, 70.16, 1.725, 129.2, -1.0, None, 2.7, 1.7, -1.0, 0.0, None, 0.0, 76.0,2022-05-07 04:00:00, None,19
0.0, 2.675, 75.19, 7.9, None, 73.87, 1.99, 195.5, -1.0, None, 2.7, 1.7, -1.0, 0.0, None, 0.0, 75.0,2022-05-07 05:00:00, None,19
0.0, 2.249, 81.0, 7.9, None, 68.25, 1.645, 138.0, 0.0, None, 2.2, 1.7, 0.0, 0.0, None, 0.0, 81.0,2022-05-07 06:00:00, None,19
0.0, 2.878, 79.08, 3.3, None, 66.04, 1.921, 231.8, -1.0, None, 2.9, 2.2, -1.0, 0.1, None, 0.0, 79.0,2022-05-07 07:00:00, None,19
0.8, 2.062, 90.8, 3.3, None, 61.17, 2.176, 249.4, 0.0, None, 2.1, 1.9, 0.0, 0.8, None, 0.0, 91.0,2022-05-07 08:00:00, None,19
1.1, 2.595, 90.8, 3.3, None, 57.25, 2.231, 277.8, 1.0, None, 2.6, 1.9, 1.0, 0.3, None, 0.0, 91.0,2022-05-07 09:00:00, None,19
