wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
130.0, None, None,0.0, None,3.3, None,12.7, None, None,80.0,2019-05-28 00:00:00, None,22
114.0, None, None,0.0, None,1.6, None,12.3, None, None,83.0,2019-05-28 01:00:00, None,22
135.0, None, None,0.0, None,2.3, None,11.8, None, None,84.0,2019-05-28 02:00:00, None,22
148.0, None, None,0.0, None,2.7, None,11.2, None, None,84.0,2019-05-28 03:00:00, None,22
135.0, None, None,0.0, None,1.7, None,10.7, None, None,90.0,2019-05-28 04:00:00, None,22
129.0, None, None,0.0, None,0.0, None,10.5, None, None,94.0,2019-05-28 05:00:00, None,22
147.0, None, None,0.0, None,0.0, None,10.8, None, None,96.0,2019-05-28 06:00:00, None,22
101.0, None, None,0.0, None,1.8, None,11.4, None, None,97.0,2019-05-28 07:00:00, None,22
136.0, None, None,0.0, None,0.0, None,12.3, None, None,97.0,2019-05-28 08:00:00, None,22
263.0, None, None,0.0, None,3.9, None,19.5, None, None,67.0,2019-05-28 09:00:00, None,22
256.0, None, None,0.0, None,5.7, None,20.7, None, None,59.0,2019-05-28 10:00:00, None,22
265.0, None, None,0.0, None,6.7, None,22.5, None, None,54.0,2019-05-28 11:00:00, None,22
255.0, None, None,0.0, None,6.2, None,23.2, None, None,50.0,2019-05-28 12:00:00, None,22
253.0, None, None,0.0, None,8.2, None,23.8, None, None,52.0,2019-05-28 13:00:00, None,22
257.0, None, None,0.0, None,8.1, None,23.5, None, None,52.0,2019-05-28 14:00:00, None,22
207.0, None, None,0.0, None,6.0, None,23.2, None, None,53.0,2019-05-28 15:00:00, None,22
221.0, None, None,0.0, None,7.7, None,23.2, None, None,51.0,2019-05-28 16:00:00, None,22
216.0, None, None,0.0, None,7.0, None,21.8, None, None,57.0,2019-05-28 17:00:00, None,22
243.0, None, None,0.0, None,5.3, None,19.7, None, None,61.0,2019-05-28 18:00:00, None,22
57.0, None, None,0.0, None,0.0, None,16.6, None, None,78.0,2019-05-28 19:00:00, None,22
128.0, None, None,0.0, None,2.1, None,13.5, None, None,90.0,2019-05-28 20:00:00, None,22
111.0, None, None,0.0, None,2.5, None,11.9, None, None,96.0,2019-05-28 21:00:00, None,22
113.0, None, None,0.0, None,2.0, None,11.2, None, None,96.0,2019-05-28 22:00:00, None,22
115.0, None, None,0.0, None,1.6, None,10.6, None, None,97.0,2019-05-28 23:00:00, None,22
146.0, None, None,0.0, None,0.0, None,10.2, None, None,98.0,2019-05-29 00:00:00, None,22
143.0, None, None,0.0, None,0.0, None,10.1, None, None,99.0,2019-05-29 01:00:00, None,22
129.0, None, None,0.0, None,0.0, None,11.1, None, None,100.0,2019-05-29 02:00:00, None,22
150.0, None, None,0.0, None,0.0, None,11.4, None, None,100.0,2019-05-29 03:00:00, None,22
137.0, None, None,0.0, None,0.0, None,11.8, None, None,100.0,2019-05-29 04:00:00, None,22
155.0, None, None,0.0, None,1.6, None,12.0, None, None,100.0,2019-05-29 05:00:00, None,22
329.0, None, None,0.0, None,0.0, None,12.1, None, None,100.0,2019-05-29 06:00:00, None,22
327.0, None, None,0.0, None,1.7, None,12.8, None, None,93.0,2019-05-29 07:00:00, None,22
267.0, None, None,0.0, None,2.1, None,13.4, None, None,91.0,2019-05-29 08:00:00, None,22
261.0, None, None,0.0, None,2.7, None,14.0, None, None,87.0,2019-05-29 09:00:00, None,22
252.0, None, None,0.0, None,4.5, None,15.5, None, None,82.0,2019-05-29 10:00:00, None,22
236.0, None, None,0.0, None,3.9, None,17.0, None, None,71.0,2019-05-29 11:00:00, None,22
253.0, None, None,0.0, None,6.1, None,19.2, None, None,66.0,2019-05-29 12:00:00, None,22
255.0, None, None,0.0, None,7.2, None,22.1, None, None,56.0,2019-05-29 13:00:00, None,22
228.0, None, None,0.0, None,9.5, None,21.3, None, None,55.0,2019-05-29 14:00:00, None,22
224.0, None, None,0.0, None,8.8, None,22.4, None, None,54.0,2019-05-29 15:00:00, None,22
220.0, None, None,0.0, None,6.8, None,23.1, None, None,53.0,2019-05-29 16:00:00, None,22
212.0, None, None,0.0, None,5.8, None,22.3, None, None,53.0,2019-05-29 17:00:00, None,22
225.0, None, None,0.0, None,6.6, None,20.5, None, None,61.0,2019-05-29 18:00:00, None,22
52.0, None, None,0.0, None,0.0, None,17.4, None, None,79.0,2019-05-29 19:00:00, None,22
134.0, None, None,0.0, None,2.1, None,14.1, None, None,90.0,2019-05-29 20:00:00, None,22
135.0, None, None,0.0, None,0.0, None,12.3, None, None,95.0,2019-05-29 21:00:00, None,22
115.0, None, None,0.0, None,3.4, None,11.7, None, None,98.0,2019-05-29 22:00:00, None,22
151.0, None, None,0.0, None,3.7, None,11.2, None, None,98.0,2019-05-29 23:00:00, None,22
158.0, None, None,0.0, None,4.3, None,10.9, None, None,99.0,2019-05-30 00:00:00, None,22
148.0, None, None,0.0, None,3.3, None,10.6, None, None,100.0,2019-05-30 01:00:00, None,22
133.0, None, None,0.0, None,0.0, None,10.3, None, None,100.0,2019-05-30 02:00:00, None,22
150.0, None, None,0.0, None,4.0, None,10.1, None, None,100.0,2019-05-30 03:00:00, None,22
142.0, None, None,0.0, None,0.0, None,9.9, None, None,100.0,2019-05-30 04:00:00, None,22
115.0, None, None,0.0, None,0.0, None,10.0, None, None,100.0,2019-05-30 05:00:00, None,22
144.0, None, None,0.0, None,0.0, None,10.5, None, None,100.0,2019-05-30 06:00:00, None,22
140.0, None, None,0.0, None,0.0, None,11.4, None, None,100.0,2019-05-30 07:00:00, None,22
104.0, None, None,0.0, None,1.7, None,13.2, None, None,100.0,2019-05-30 08:00:00, None,22
58.0, None, None,0.0, None,2.3, None,18.2, None, None,72.0,2019-05-30 09:00:00, None,22
264.0, None, None,0.0, None,6.7, None,22.4, None, None,59.0,2019-05-30 10:00:00, None,22
242.0, None, None,0.0, None,6.6, None,23.5, None, None,51.0,2019-05-30 11:00:00, None,22
260.0, None, None,0.0, None,6.7, None,25.6, None, None,48.0,2019-05-30 12:00:00, None,22
232.0, None, None,0.0, None,8.5, None,25.7, None, None,48.0,2019-05-30 13:00:00, None,22
229.0, None, None,0.0, None,6.4, None,25.3, None, None,47.0,2019-05-30 14:00:00, None,22
234.0, None, None,0.0, None,5.6, None,26.7, None, None,42.0,2019-05-30 15:00:00, None,22
264.0, None, None,0.0, None,6.0, None,26.8, None, None,44.0,2019-05-30 16:00:00, None,22
266.0, None, None,0.0, None,5.0, None,26.5, None, None,42.0,2019-05-30 17:00:00, None,22
263.0, None, None,0.0, None,4.4, None,24.4, None, None,51.0,2019-05-30 18:00:00, None,22
100.0, None, None,0.0, None,0.0, None,20.4, None, None,68.0,2019-05-30 19:00:00, None,22
132.0, None, None,0.0, None,2.3, None,16.1, None, None,84.0,2019-05-30 20:00:00, None,22
143.0, None, None,0.0, None,3.2, None,14.4, None, None,89.0,2019-05-30 21:00:00, None,22
149.0, None, None,0.0, None,3.4, None,13.4, None, None,92.0,2019-05-30 22:00:00, None,22
151.0, None, None,0.0, None,3.2, None,12.8, None, None,95.0,2019-05-30 23:00:00, None,22
151.0, None, None,0.0, None,4.4, None,12.2, None, None,96.0,2019-05-31 00:00:00, None,22
145.0, None, None,0.0, None,3.7, None,11.8, None, None,97.0,2019-05-31 01:00:00, None,22
141.0, None, None,0.0, None,2.9, None,11.4, None, None,98.0,2019-05-31 02:00:00, None,22
134.0, None, None,0.0, None,3.4, None,11.1, None, None,98.0,2019-05-31 03:00:00, None,22
143.0, None, None,0.0, None,3.3, None,10.8, None, None,99.0,2019-05-31 04:00:00, None,22
145.0, None, None,0.0, None,3.7, None,10.8, None, None,99.0,2019-05-31 05:00:00, None,22
148.0, None, None,0.0, None,1.7, None,11.1, None, None,100.0,2019-05-31 06:00:00, None,22
147.0, None, None,0.0, None,1.9, None,11.7, None, None,100.0,2019-05-31 07:00:00, None,22
112.0, None, None,0.0, None,1.7, None,12.5, None, None,100.0,2019-05-31 08:00:00, None,22
