pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, -1.8, -1.819, -1.8, 0.6, 0.0, 0.0, None, 111.2,2021-12-24 00:00:00, 111.0, None,52
None, -2.0, -1.97, -2.0, 0.4, -1.0, 0.0, None, 110.0,2021-12-24 01:00:00, 110.0, None,52
None, -2.1, -2.099, -2.1, 0.0, -1.0, 0.0, None, 109.1,2021-12-24 02:00:00, 109.0, None,52
None, -2.2, -2.162, -2.2, 0.0, 3.0, 0.0, None, 111.5,2021-12-24 03:00:00, 112.0, None,52
None, -2.1, -2.127, -2.2, 0.0, 2.0, 0.0, None, 112.6,2021-12-24 04:00:00, 113.0, None,52
None, -1.8, -1.763, -2.2, 0.0, -1.0, 0.0, None, 111.6,2021-12-24 05:00:00, 112.0, None,52
None, -1.7, -1.734, -2.2, 0.0, 2.0, 0.0, None, 113.3,2021-12-24 06:00:00, 113.0, None,52
None, -1.9, -1.859, -1.8, 0.0, 1.0, -1.7, None, 113.7,2021-12-24 07:00:00, 114.0, None,52
None, -1.9, -1.907, -1.9, -0.1, 1.0, -1.7, None, None,2021-12-24 08:00:00, 114.0, None,52
None, -1.9, -1.927, -2.0, 0.1, -1.0, -1.7, None, 112.5,2021-12-24 09:00:00, 113.0, None,52
None, -1.8, -1.763, -2.0, 0.0, 0.0, -1.7, None, 112.2,2021-12-24 10:00:00, 112.0, None,52
None, -1.5, -1.523, -2.0, 0.3, 0.0, -1.5, None, 111.9,2021-12-24 11:00:00, 112.0, None,52
None, -1.1, -1.139, -2.0, -0.2, 0.0, -1.0, None, 111.5,2021-12-24 12:00:00, 112.0, None,52
None, -1.4, -1.351, -2.0, 0.2, 0.0, -1.0, None, 111.5,2021-12-24 13:00:00, 112.0, None,52
None, -1.7, -1.711, -2.0, 0.1, -1.0, -1.0, None, 110.9,2021-12-24 14:00:00, 111.0, None,52
