pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 9.34, 61.21, 13.1, 61.0, 3.0, 9.3, 9.1, 3.0, -0.1, None,2021-05-28 00:00:00, None, None,22
None, 8.67, 62.84, 13.1, 63.0, 2.0, 8.7, 8.6, 2.0, 0.4, None,2021-05-28 01:00:00, None, None,22
None, 8.3, 66.22, 13.1, 66.0, 3.0, 8.3, 8.2, 3.0, 0.0, None,2021-05-28 02:00:00, None, None,22
None, 8.28, 64.88, 13.1, 65.0, 2.0, 8.3, 7.9, 2.0, 0.0, None,2021-05-28 03:00:00, None, None,22
None, 7.748, 68.08, 13.1, 68.0, 2.0, 7.7, 7.7, 2.0, 0.0, None,2021-05-28 04:00:00, None, None,22
None, 7.468, 70.21, 13.1, 70.0, 3.0, 7.5, 7.2, 3.0, 0.0, None,2021-05-28 05:00:00, None, None,22
None, 6.051, 79.12, 13.1, 79.0, 2.0, 6.1, 6.1, 2.0, 0.0, None,2021-05-28 06:00:00, None, None,22
None, 6.692, 79.77, 6.7, 80.0, 4.0, 6.7, 5.5, 4.0, 0.0, None,2021-05-28 07:00:00, None, None,22
None, 8.5, 71.43, 9.3, 71.0, 4.0, 8.5, 5.5, 4.0, 0.0, None,2021-05-28 08:00:00, None, None,22
None, 11.4, 53.66, 11.4, 54.0, 2.0, 11.4, 5.5, 2.0, 0.0, None,2021-05-28 09:00:00, None, None,22
None, 13.46, 44.22, 14.3, 44.0, 1.0, 13.5, 5.5, 1.0, 0.0, None,2021-05-28 10:00:00, None, None,22
None, 14.46, 37.61, 15.5, 38.0, 0.0, 14.5, 5.5, 0.0, 0.0, None,2021-05-28 11:00:00, None, None,22
None, 15.46, 36.86, 15.5, 37.0, 1.0, 15.5, 5.5, 1.0, 0.0, None,2021-05-28 12:00:00, None, None,22
None, 16.84, 32.64, 17.0, 33.0, 0.0, 16.8, 5.5, 0.0, 0.0, None,2021-05-28 13:00:00, None, None,22
None, 17.53, 30.58, 18.0, 31.0, 1.0, 17.5, 5.5, 1.0, 0.0, None,2021-05-28 14:00:00, None, None,22
None, 18.48, 29.4, 18.7, 29.0, 1.0, 18.5, 5.5, 1.0, -0.2, None,2021-05-28 15:00:00, None, None,22
None, 18.61, 27.76, 19.1, 28.0, 0.0, 18.6, 5.5, 0.0, -0.7, None,2021-05-28 16:00:00, None, None,22
None, 18.33, 28.49, 19.3, 28.0, 0.0, 18.3, 5.5, 0.0, -0.1, None,2021-05-28 17:00:00, None, None,22
None, 18.14, 28.53, 19.3, 29.0, -1.0, 18.1, 5.5, -1.0, 0.0, None,2021-05-28 18:00:00, None, None,22
None, 16.45, 31.12, 18.5, 31.0, -1.0, 16.5, 16.5, -1.0, -0.1, None,2021-05-28 19:00:00, None, None,22
None, 14.97, 35.48, 18.5, 35.0, -1.0, 15.0, 14.8, -1.0, 0.1, None,2021-05-28 20:00:00, None, None,22
None, 13.36, 39.53, 18.5, 40.0, 0.0, 13.4, 13.5, 0.0, 0.0, None,2021-05-28 21:00:00, None, None,22
None, 12.43, 42.21, 18.5, 42.0, 0.0, 12.4, 12.2, 0.0, -0.2, None,2021-05-28 22:00:00, None, None,22
None, 9.98, 53.16, 18.5, 53.0, 1.0, 10.0, 10.1, 1.0, -0.1, None,2021-05-28 23:00:00, None, None,22
None, 8.54, 58.29, 18.5, 58.0, 1.0, 8.5, 8.6, 1.0, -0.7, None,2021-05-29 00:00:00, None, None,22
None, 7.082, 63.86, 18.5, 64.0, 1.0, 7.1, 7.0, 1.0, 0.0, None,2021-05-29 01:00:00, None, None,22
None, 5.397, 72.68, 18.5, 73.0, 1.0, 5.4, 5.3, 1.0, 0.0, None,2021-05-29 02:00:00, None, None,22
None, 4.403, 75.89, 18.5, 76.0, 1.0, 4.4, 4.4, 1.0, 0.0, None,2021-05-29 03:00:00, None, None,22
None, 3.487, 78.87, 18.5, 79.0, 1.0, 3.5, 3.7, 1.0, 0.0, None,2021-05-29 04:00:00, None, None,22
None, 2.76, 83.4, 18.5, 83.0, 1.0, 2.8, 2.6, 1.0, 0.4, None,2021-05-29 05:00:00, None, None,22
None, 2.237, 86.2, 18.5, 86.0, 1.0, 2.2, 2.0, 1.0, 0.4, None,2021-05-29 06:00:00, None, None,22
None, 2.74, 85.9, 2.7, 86.0, 1.0, 2.7, 2.0, 1.0, 0.1, None,2021-05-29 07:00:00, None, None,22
None, 6.73, 68.05, 6.8, 68.0, 1.0, 6.7, 2.0, 1.0, 0.0, None,2021-05-29 08:00:00, None, None,22
None, 9.81, 57.32, 9.8, 57.0, 2.0, 9.8, 2.0, 2.0, 0.0, None,2021-05-29 09:00:00, None, None,22
None, 13.06, 46.81, 13.2, 47.0, 2.0, 13.1, 2.0, 2.0, 0.0, None,2021-05-29 10:00:00, None, None,22
None, 14.94, 39.24, 15.9, 39.0, 2.0, 14.9, 2.0, 2.0, 0.0, None,2021-05-29 11:00:00, None, None,22
None, 17.45, 37.15, 17.7, 37.0, 4.0, 17.5, 2.0, 4.0, 0.0, None,2021-05-29 12:00:00, None, None,22
None, 19.63, 28.48, 19.6, 28.0, 1.0, 19.6, 2.0, 1.0, 0.0, None,2021-05-29 13:00:00, None, None,22
