station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 74.5, None, 2022-01-01 00:00:00, None
None, None, 75.0, None, 2022-01-01 01:00:00, None
None, None, 75.6, None, 2022-01-01 02:00:00, None
None, None, 76.0, None, 2022-01-01 03:00:00, None
None, None, 76.4, None, 2022-01-01 04:00:00, None
None, None, 76.8, None, 2022-01-01 05:00:00, None
None, None, 77.5, None, 2022-01-01 06:00:00, None
None, None, 78.2, None, 2022-01-01 07:00:00, None
None, None, 78.9, None, 2022-01-01 08:00:00, None
None, None, 79.5, None, 2022-01-01 09:00:00, None
None, None, 80.0, None, 2022-01-01 10:00:00, None
None, None, 80.5, None, 2022-01-01 11:00:00, None
None, None, 81.1, None, 2022-01-01 12:00:00, None
None, None, 81.5, None, 2022-01-01 13:00:00, None
None, None, 82.0, None, 2022-01-01 14:00:00, None
None, None, 82.2, None, 2022-01-01 15:00:00, None
None, None, 82.0, None, 2022-01-01 16:00:00, None
None, None, 82.0, None, 2022-01-01 17:00:00, None
None, None, 82.0, None, 2022-01-01 18:00:00, None
None, None, 82.3, None, 2022-01-01 19:00:00, None
None, None, 83.3, None, 2022-01-01 20:00:00, None
None, None, 79.2, None, 2022-01-01 21:00:00, None
None, None, 77.9, None, 2022-01-01 22:00:00, None
None, None, 77.8, None, 2022-01-01 23:00:00, None
None, None, 76.6, None, 2022-01-02 00:00:00, None
None, None, 74.1, None, 2022-01-02 01:00:00, None
None, None, 72.8, None, 2022-01-02 02:00:00, None
None, None, 67.1, None, 2022-01-06 11:00:00, None
None, None, 67.7, None, 2022-01-06 12:00:00, None
None, None, 68.5, None, 2022-01-06 13:00:00, None
None, None, 69.2, None, 2022-01-06 14:00:00, None
None, None, 69.6, None, 2022-01-06 15:00:00, None
None, None, 70.1, None, 2022-01-06 16:00:00, None
None, None, 70.6, None, 2022-01-06 17:00:00, None
None, None, 71.0, None, 2022-01-06 18:00:00, None
None, None, 71.3, None, 2022-01-06 19:00:00, None
None, None, 71.5, None, 2022-01-06 20:00:00, None
None, None, 71.7, None, 2022-01-06 21:00:00, None
None, None, 71.8, None, 2022-01-06 22:00:00, None
None, None, 71.9, None, 2022-01-06 23:00:00, None
None, None, 71.9, None, 2022-01-07 00:00:00, None
None, None, 71.7, None, 2022-01-07 01:00:00, None
None, None, 71.9, None, 2022-01-07 02:00:00, None
None, None, 71.8, None, 2022-01-07 03:00:00, None
None, None, 71.6, None, 2022-01-07 04:00:00, None
None, None, 71.3, None, 2022-01-07 05:00:00, None
None, None, 71.5, None, 2022-01-07 06:00:00, None
None, None, 71.6, None, 2022-01-07 07:00:00, None
None, None, 71.6, None, 2022-01-07 08:00:00, None
None, None, 71.8, None, 2022-01-07 09:00:00, None
None, None, 71.9, None, 2022-01-07 10:00:00, None
None, None, 72.3, None, 2022-01-07 11:00:00, None
None, None, 73.0, None, 2022-01-07 12:00:00, None
None, None, 73.8, None, 2022-01-07 13:00:00, None
None, None, 74.3, None, 2022-01-07 14:00:00, None
None, None, 74.9, None, 2022-01-07 15:00:00, None
None, None, 75.5, None, 2022-01-07 16:00:00, None
None, None, 76.1, None, 2022-01-07 17:00:00, None
None, None, 76.4, None, 2022-01-07 18:00:00, None
None, None, 76.6, None, 2022-01-07 19:00:00, None
None, None, 76.9, None, 2022-01-07 20:00:00, None
None, None, 76.9, None, 2022-01-07 21:00:00, None
None, None, 76.5, None, 2022-01-07 22:00:00, None
None, None, 76.9, None, 2022-01-07 23:00:00, None
None, None, 76.5, None, 2022-01-08 00:00:00, None
None, None, 76.0, None, 2022-01-08 01:00:00, None
None, None, 75.2, None, 2022-01-08 02:00:00, None
None, None, 74.2, None, 2022-01-08 03:00:00, None
None, None, 74.2, None, 2022-01-08 04:00:00, None
None, None, 73.1, None, 2022-01-08 05:00:00, None
None, None, 72.9, None, 2022-01-08 06:00:00, None
None, None, 73.3, None, 2022-01-08 07:00:00, None
None, None, 73.1, None, 2022-01-08 08:00:00, None
None, None, 73.9, None, 2022-01-08 09:00:00, None
None, None, 74.5, None, 2022-01-08 10:00:00, None
None, None, 74.8, None, 2022-01-08 11:00:00, None
None, None, 74.7, None, 2022-01-08 12:00:00, None
None, None, 75.3, None, 2022-01-08 13:00:00, None
None, None, 76.0, None, 2022-01-08 14:00:00, None
None, None, 76.2, None, 2022-01-08 15:00:00, None
None, None, 76.2, None, 2022-01-08 16:00:00, None
None, None, 76.2, None, 2022-01-08 17:00:00, None
None, None, 76.3, None, 2022-01-08 18:00:00, None
None, None, 76.2, None, 2022-01-08 19:00:00, None
None, None, 76.2, None, 2022-01-08 20:00:00, None
None, None, 76.4, None, 2022-01-08 21:00:00, None
None, None, 76.6, None, 2022-01-08 22:00:00, None
None, None, 76.8, None, 2022-01-08 23:00:00, None
None, None, 62.4, None, 2022-08-15 00:00:00, None
None, None, 63.9, None, 2022-08-15 01:00:00, None
None, None, 65.3, None, 2022-08-15 02:00:00, None
None, None, 67.9, None, 2022-08-15 03:00:00, None
None, None, 69.2, None, 2022-08-15 04:00:00, None
None, None, 68.3, None, 2022-08-15 05:00:00, None
None, None, 65.6, None, 2022-08-15 06:00:00, None
None, None, 63.9, None, 2022-08-15 07:00:00, None
None, None, 62.9, None, 2022-08-15 08:00:00, None
None, None, 57.2, None, 2022-08-15 09:00:00, None
None, None, 49.5, None, 2022-08-15 10:00:00, None
None, None, 41.7, None, 2022-08-15 11:00:00, None
None, None, 36.3, None, 2022-08-15 12:00:00, None
None, None, 34.0, None, 2022-08-15 13:00:00, None
None, None, 34.5, None, 2022-08-15 14:00:00, None
None, None, 32.1, None, 2022-08-15 15:00:00, None
None, None, 32.5, None, 2022-08-15 16:00:00, None
None, None, 32.4, None, 2022-08-15 17:00:00, None
None, None, 36.8, None, 2022-08-15 18:00:00, None
None, None, 46.0, None, 2022-08-15 19:00:00, None
None, None, 47.6, None, 2022-08-15 20:00:00, None
None, None, 47.7, None, 2022-08-15 21:00:00, None
None, None, 52.6, None, 2022-08-15 22:00:00, None
None, None, 55.6, None, 2022-08-15 23:00:00, None
None, None, 58.3, None, 2022-08-16 00:00:00, None
None, None, 62.5, None, 2022-08-16 01:00:00, None
None, None, 66.0, None, 2022-08-16 02:00:00, None
None, None, 67.6, None, 2022-08-16 03:00:00, None
None, None, 69.3, None, 2022-08-16 04:00:00, None
None, None, 65.8, None, 2022-08-16 05:00:00, None
None, None, 66.3, None, 2022-08-16 06:00:00, None
None, None, 66.4, None, 2022-08-16 07:00:00, None
None, None, 66.3, None, 2022-08-16 08:00:00, None
None, None, 67.8, None, 2022-08-16 09:00:00, None
None, None, 58.4, None, 2022-08-16 10:00:00, None
None, None, 49.3, None, 2022-08-16 11:00:00, None
None, None, 43.5, None, 2022-08-16 12:00:00, None
None, None, 38.7, None, 2022-08-16 13:00:00, None
None, None, 34.3, None, 2022-08-16 14:00:00, None
None, None, 31.2, None, 2022-08-16 15:00:00, None
None, None, 28.4, None, 2022-08-16 16:00:00, None
None, None, 29.2, None, 2022-08-16 17:00:00, None
None, None, 32.5, None, 2022-08-16 18:00:00, None
None, None, 37.6, None, 2022-08-16 19:00:00, None
None, None, 43.9, None, 2022-08-16 20:00:00, None
None, None, 48.5, None, 2022-08-16 21:00:00, None
None, None, 52.6, None, 2022-08-16 22:00:00, None
None, None, 55.6, None, 2022-08-16 23:00:00, None
None, None, 58.4, None, 2022-08-17 00:00:00, None
None, None, 60.2, None, 2022-08-17 01:00:00, None
None, None, 63.7, None, 2022-08-17 02:00:00, None
None, None, 65.4, None, 2022-08-17 03:00:00, None
None, None, 68.0, None, 2022-08-17 04:00:00, None
None, None, 69.8, None, 2022-08-17 05:00:00, None
None, None, 69.8, None, 2022-08-17 06:00:00, None
None, None, 66.9, None, 2022-08-17 07:00:00, None
None, None, 60.2, None, 2022-08-17 08:00:00, None
None, None, 57.7, None, 2022-08-17 09:00:00, None
None, None, 50.1, None, 2022-08-17 10:00:00, None
None, None, 44.4, None, 2022-08-17 11:00:00, None
None, None, 39.3, None, 2022-08-17 12:00:00, None
None, None, 38.2, None, 2022-08-17 13:00:00, None
None, None, 35.1, None, 2022-08-17 14:00:00, None
None, None, 32.1, None, 2022-08-17 15:00:00, None
None, None, 31.8, None, 2022-08-17 16:00:00, None
None, None, 32.5, None, 2022-08-17 17:00:00, None
None, None, 34.4, None, 2022-08-17 18:00:00, None
None, None, 40.4, None, 2022-08-17 19:00:00, None
None, None, 50.5, None, 2022-08-17 20:00:00, None
None, None, 58.4, None, 2022-08-17 21:00:00, None
None, None, 66.9, None, 2022-08-17 22:00:00, None
None, None, 70.4, None, 2022-08-17 23:00:00, None
None, None, 76.4, None, 2022-08-18 00:00:00, None
None, None, 81.3, None, 2022-08-18 01:00:00, None
None, None, 85.0, None, 2022-08-18 02:00:00, None
None, None, 89.5, None, 2022-08-18 03:00:00, None
None, None, 91.9, None, 2022-08-18 04:00:00, None
None, None, 93.3, None, 2022-08-18 05:00:00, None
None, None, 92.4, None, 2022-08-18 06:00:00, None
None, None, 83.2, None, 2022-08-18 07:00:00, None
None, None, 74.2, None, 2022-08-18 08:00:00, None
None, None, 65.0, None, 2022-08-18 09:00:00, None
None, None, 57.5, None, 2022-08-18 10:00:00, None
None, None, 49.1, None, 2022-08-18 11:00:00, None
None, None, 38.9, None, 2022-08-18 12:00:00, None
None, None, 30.4, None, 2022-08-18 13:00:00, None
None, None, 26.9, None, 2022-08-18 14:00:00, None
None, None, 23.0, None, 2022-08-18 15:00:00, None
None, None, 21.7, None, 2022-08-18 16:00:00, None
None, None, 23.8, None, 2022-08-18 17:00:00, None
None, None, 25.3, None, 2022-08-18 18:00:00, None
None, None, 32.2, None, 2022-08-18 19:00:00, None
None, None, 42.6, None, 2022-08-18 20:00:00, None
None, None, 52.4, None, 2022-08-18 21:00:00, None
None, None, 60.3, None, 2022-08-18 22:00:00, None
None, None, 64.7, None, 2022-08-18 23:00:00, None
None, None, 69.6, None, 2022-08-19 00:00:00, None
None, None, 75.2, None, 2022-08-19 01:00:00, None
None, None, 79.6, None, 2022-08-19 02:00:00, None
None, None, 84.7, None, 2022-08-19 03:00:00, None
None, None, 89.2, None, 2022-08-19 04:00:00, None
None, None, 93.2, None, 2022-08-19 05:00:00, None
None, None, 92.7, None, 2022-08-19 06:00:00, None
None, None, 83.1, None, 2022-08-19 07:00:00, None
None, None, 77.2, None, 2022-08-19 08:00:00, None
None, None, 66.0, None, 2022-08-19 09:00:00, None
None, None, 57.7, None, 2022-08-19 10:00:00, None
None, None, 50.2, None, 2022-08-19 11:00:00, None
None, None, 47.1, None, 2022-08-19 12:00:00, None
None, None, 44.0, None, 2022-08-19 13:00:00, None
None, None, 41.1, None, 2022-08-19 14:00:00, None
None, None, 36.4, None, 2022-08-19 15:00:00, None
None, None, 33.5, None, 2022-08-19 16:00:00, None
None, None, 34.6, None, 2022-08-19 17:00:00, None
None, None, 35.9, None, 2022-08-19 18:00:00, None
None, None, 42.8, None, 2022-08-19 19:00:00, None
None, None, 53.1, None, 2022-08-19 20:00:00, None
None, None, 61.8, None, 2022-08-19 21:00:00, None
None, None, 67.9, None, 2022-08-19 22:00:00, None
None, None, 72.6, None, 2022-08-19 23:00:00, None
None, None, 82.1, None, 2022-08-20 00:00:00, None
None, None, 85.5, None, 2022-08-20 01:00:00, None
None, None, 83.6, None, 2022-08-20 02:00:00, None
None, None, 86.7, None, 2022-08-20 03:00:00, None
None, None, 84.2, None, 2022-08-20 04:00:00, None
None, None, 81.5, None, 2022-08-20 05:00:00, None
None, None, 74.2, None, 2022-08-20 06:00:00, None
None, None, 56.7, None, 2022-08-20 07:00:00, None
None, None, 53.3, None, 2022-08-20 08:00:00, None
None, None, 50.1, None, 2022-08-20 09:00:00, None
None, None, 39.5, None, 2022-08-20 10:00:00, None
None, None, 29.6, None, 2022-08-20 11:00:00, None
