RelativeHumidity,AirTemperature,time,Rain,week_of_year
69.0,16.3,2019-06-11 00:00:00,0.0,24
67.0,16.5,2019-06-11 00:15:00,0.0,24
66.0,16.7,2019-06-11 00:30:00,0.0,24
67.0,16.6,2019-06-11 00:45:00,0.0,24
68.0,16.4,2019-06-11 01:00:00,0.0,24
67.0,16.6,2019-06-11 01:15:00,0.0,24
67.0,16.5,2019-06-11 01:30:00,0.0,24
67.0,16.5,2019-06-11 01:45:00,0.0,24
68.0,16.3,2019-06-11 02:00:00,0.0,24
69.0,16.2,2019-06-11 02:15:00,0.0,24
68.0,16.2,2019-06-11 02:30:00,0.0,24
70.0,16.0,2019-06-11 02:45:00,0.0,24
69.0,16.0,2019-06-11 03:00:00,0.0,24
69.0,15.9,2019-06-11 03:15:00,0.0,24
71.0,15.7,2019-06-11 03:30:00,0.0,24
73.0,15.4,2019-06-11 03:45:00,0.0,24
74.0,15.1,2019-06-11 04:00:00,0.0,24
75.0,15.0,2019-06-11 04:15:00,0.0,24
77.0,14.7,2019-06-11 04:30:00,0.0,24
77.0,14.9,2019-06-11 04:45:00,0.0,24
76.0,15.1,2019-06-11 05:00:00,0.0,24
74.0,15.6,2019-06-11 05:15:00,0.0,24
73.0,15.9,2019-06-11 05:30:00,0.0,24
72.0,16.3,2019-06-11 05:45:00,0.0,24
71.0,16.6,2019-06-11 06:00:00,0.0,24
70.0,16.8,2019-06-11 06:15:00,0.0,24
68.0,17.2,2019-06-11 06:30:00,0.0,24
68.0,17.2,2019-06-11 06:45:00,0.0,24
68.0,17.4,2019-06-11 07:00:00,0.0,24
68.0,17.6,2019-06-11 07:15:00,0.0,24
68.0,17.6,2019-06-11 07:30:00,0.0,24
66.0,17.9,2019-06-11 07:45:00,0.0,24
65.0,18.1,2019-06-11 08:00:00,0.0,24
62.0,18.6,2019-06-11 08:15:00,0.0,24
60.0,18.8,2019-06-11 08:30:00,0.0,24
60.0,19.3,2019-06-11 08:45:00,0.0,24
57.0,20.3,2019-06-11 09:00:00,0.0,24
57.0,20.4,2019-06-11 09:15:00,0.0,24
56.0,20.3,2019-06-11 09:30:00,0.0,24
55.0,20.7,2019-06-11 09:45:00,0.0,24
56.0,20.9,2019-06-11 10:00:00,0.0,24
52.0,21.6,2019-06-11 10:15:00,0.0,24
53.0,21.9,2019-06-11 10:30:00,0.0,24
53.0,21.6,2019-06-11 10:45:00,0.0,24
49.0,22.4,2019-06-11 11:00:00,0.0,24
51.0,22.5,2019-06-11 11:15:00,0.0,24
48.0,23.1,2019-06-11 11:30:00,0.0,24
47.0,23.1,2019-06-11 11:45:00,0.0,24
43.0,24.1,2019-06-11 12:00:00,0.0,24
43.0,23.9,2019-06-11 12:15:00,0.0,24
42.0,24.4,2019-06-11 12:30:00,0.0,24
42.0,24.4,2019-06-11 12:45:00,0.0,24
40.0,25.1,2019-06-11 13:00:00,0.0,24
40.0,25.0,2019-06-11 13:15:00,0.0,24
41.0,25.9,2019-06-11 13:30:00,0.0,24
42.0,25.5,2019-06-11 13:45:00,0.0,24
37.0,25.7,2019-06-11 14:00:00,0.0,24
37.0,25.7,2019-06-11 14:15:00,0.0,24
37.0,25.9,2019-06-11 14:30:00,0.0,24
36.0,26.0,2019-06-11 14:45:00,0.0,24
35.0,26.4,2019-06-11 15:00:00,0.0,24
36.0,26.0,2019-06-11 15:15:00,0.0,24
34.0,26.4,2019-06-11 15:30:00,0.0,24
34.0,26.7,2019-06-11 15:45:00,0.0,24
