ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0, None,-18.1,2017-12-31,41.0,-8.3,53
