WDIR_VECT,time,TEMP_MEAN,week_of_year
39.2,2022-02-19 00:00:00, None,8
15.1,2022-02-19 01:00:00, None,8
6.7,2022-02-19 02:00:00, None,8
357.4,2022-02-19 03:00:00, None,8
357.2,2022-02-19 04:00:00, None,8
133.1,2022-02-19 05:00:00, None,8
73.6,2022-02-19 06:00:00, None,8
146.7,2022-02-19 07:00:00, None,8
157.9,2022-02-19 08:00:00, None,8
123.5,2022-02-19 09:00:00, None,8
59.0,2022-02-19 10:00:00, None,8
358.1,2022-02-19 11:00:00, None,8
22.8,2022-02-19 12:00:00, None,8
25.2,2022-02-19 13:00:00, None,8
156.4,2022-02-19 14:00:00, None,8
181.2,2022-02-19 15:00:00, None,8
42.0,2022-02-19 16:00:00, None,8
14.8,2022-02-19 17:00:00, None,8
3.1,2022-02-19 18:00:00, None,8
3.2,2022-02-19 19:00:00, None,8
285.2,2022-02-19 20:00:00, None,8
241.2,2022-02-19 21:00:00, None,8
226.9,2022-02-19 22:00:00, None,8
265.0,2022-02-19 23:00:00, None,8
328.2,2022-02-20 00:00:00, None,8
114.7,2022-02-20 01:00:00, None,8
20.6,2022-02-20 02:00:00, None,8
10.9,2022-02-20 03:00:00, None,8
28.7,2022-02-20 04:00:00, None,8
14.1,2022-02-20 05:00:00, None,8
20.8,2022-02-20 06:00:00, None,8
15.8,2022-02-20 07:00:00, None,8
0.4,2022-02-20 08:00:00, None,8
41.6,2022-02-20 09:00:00, None,8
131.3,2022-02-20 10:00:00, None,8
120.5,2022-02-20 11:00:00, None,8
93.5,2022-02-20 12:00:00, None,8
20.2,2022-02-20 13:00:00, None,8
256.1,2022-02-20 14:00:00, None,8
223.0,2022-02-20 15:00:00, None,8
242.4,2022-02-20 16:00:00, None,8
258.5,2022-02-20 17:00:00, None,8
275.8,2022-02-20 18:00:00, None,8
249.5,2022-02-20 19:00:00, None,8
139.0,2022-02-20 20:00:00, None,8
158.1,2022-02-20 21:00:00, None,8
25.7,2022-02-20 22:00:00, None,8
